Hospital_Name,Hospital_Address,Opening_Hour,Hospital_Phone,Latitude,Longitude,Hospital_Si,Hospital_Gu
연제종합동물병원,부산 수영구 연수로 241,등록된 정보가 없습니다,051-753-8875,35.17344877,129.0973219,부산,수영구
안락동물병원,부산 동래구 안연로98번길 4 2층,등록된 정보가 없습니다,등록된 정보가 없습니다,35.19582491,129.0979557,부산,동래구
행복한 동물병원,부산 북구 금곡대로 344,등록된 정보가 없습니다,051-363-7593,35.23911465,129.0144621,부산,북구
신호동물병원,부산 강서구 신호산단1로 124,등록된 정보가 없습니다,등록된 정보가 없습니다,35.0811365,128.8772572,부산,강서구
헤아림동물병원,부산 동래구 충렬대로 288 1층, 월~금 10:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,051-555-1125,35.20009887,129.0904351,부산,동래구
힐링페츠동물병원,부산 기장군 기장읍 대청로 8,등록된 정보가 없습니다,051-724-7585,35.23778424,129.2111065,부산,기장군
엄궁동물병원,부산 사상구 대동로 18,등록된 정보가 없습니다,051-316-7597,35.13259139,128.9735346,부산,사상구
푸른동물병원,부산 해운대구 해운대로61번길 104,등록된 정보가 없습니다,051-784-1235,35.19466871,129.1296116,부산,해운대구
초읍동물병원,부산 부산진구 초읍동 273-7, 월~금 09:30 ~ 19:00,051-805-0975,35.17787284,129.0479093,부산,부산진구
메트로동물병원,부산 남구 용호로 20,등록된 정보가 없습니다,051-623-7599,35.12828682,129.1069598,부산,남구
한독동물병원,부산 금정구 서동로 200,등록된 정보가 없습니다,051-531-2852,35.21402255,129.1080873,부산,금정구
에이스종합동물병원,부산 금정구 금강로 578,등록된 정보가 없습니다,051-582-8701,35.25912089,129.0878499,부산,금정구
이로운동물병원,부산 강서구 명지국제11로 35 103-105호, 월~금 09:00 ~ 19:00 · 휴게시간 월~금 13:00 ~ 14:00,051-916-7575,35.1047356,128.9224042,부산,강서구
올리브동물병원,부산 연제구 연안로 13,등록된 정보가 없습니다,등록된 정보가 없습니다,35.18896186,129.1069203,부산,연제구
피정현 동물병원,부산 연제구 거제천로 258,등록된 정보가 없습니다,051-864-7582,35.19160669,129.0852574,부산,연제구
재송동물병원,부산 해운대구 재반로 117-1 2층,등록된 정보가 없습니다,051-784-0079,35.18898547,129.1264994,부산,해운대구
부곡동물병원,부산 금정구 부곡로 86,등록된 정보가 없습니다,051-517-9247,35.22350699,129.0912565,부산,금정구
대일종합동물병원,부산 동래구 충렬대로 435, 월~금 10:00 ~ 19:00 · 휴게시간 월~금 13:00 ~ 14:00,051-529-2991,35.19648977,129.1061241,부산,동래구
순동물병원,부산 금정구 금강로 206-3,등록된 정보가 없습니다,051-516-7585,35.22681195,129.0830964,부산,금정구
소망애견종합병원,부산 수영구 수영로 481, 월~금 10:00 ~ 18:00 · 휴게시간 월~토 12:00 ~ 13:00,051-628-8211,35.148882,129.1103715,부산,수영구
대성동물병원,부산 사상구 주례로10번길 125,등록된 정보가 없습니다,051-317-7588,35.14928868,129.0046033,부산,사상구
온누리동물병원,부산 해운대구 좌동순환로 309,등록된 정보가 없습니다,051-701-7555,35.16837203,129.1831912,부산,해운대구
리치동물병원,부산 부산진구 당감서로 84,등록된 정보가 없습니다,051-892-0280,35.16774744,129.0371352,부산,부산진구
힐앤팜 수산질병관리원,부산 서구 감천로255번길 8-8 202호, 월~금 13:00 ~ 17:00,051-626-7106,35.08161663,129.0161756,부산,서구
장동물병원,부산 사하구 윤공단로56번길 55,등록된 정보가 없습니다,051-262-7582,35.05886026,128.9701881,부산,사하구
화승종합동물병원,부산 부산진구 동평로 107,등록된 정보가 없습니다,051-807-7517,35.1660306,129.0411505,부산,부산진구
제일동물병원,부산 동구 초량상로 83-1,등록된 정보가 없습니다,051-467-2876,35.11913821,129.0382673,부산,동구
화목종합동물병원,부산 해운대구 세실로 48,등록된 정보가 없습니다,051-704-4376,35.16967978,129.1785474,부산,해운대구
삼성동물병원,부산 수영구 연수로 235,등록된 정보가 없습니다,051-754-3270,35.17352977,129.0965835,부산,수영구
클릭퍼피동물병원,부산 수영구 수영로702번길 18 3층, 월~금 10:00 ~ 19:00,051-752-4981,35.16687718,129.1165426,부산,수영구
웰니스 클리닉동물병원 서면점,부산 부산진구 시민공원로 31 이마트트레이더스서면점,등록된 정보가 없습니다,051-803-7511,35.16390445,129.0525509,부산,부산진구
국제동물병원,부산 강서구 명지국제8로 243,등록된 정보가 없습니다,051-204-7588,35.09843814,128.9195214,부산,강서구
명지수동물병원,부산 강서구 명지국제2로 29 203호,등록된 정보가 없습니다,등록된 정보가 없습니다,35.09414724,128.9067906,부산,강서구
자연동물병원,부산 동래구 사직로70번길 50,등록된 정보가 없습니다,051-506-7975,35.19746429,129.0577268,부산,동래구
천동물병원,부산 영도구 태종로 430, 월~금 10:00 ~ 18:00 · 휴게시간 월~금 12:00 ~ 14:00,051-414-7588,35.08935259,129.0679619,부산,영도구
팻프랜즈동물병원,부산 사상구 광장로 17,등록된 정보가 없습니다,051-555-7523,35.16423654,128.9788887,부산,사상구
베이시티동물병원,부산 서구 송도해변로 192 상가B동 2층 210호,등록된 정보가 없습니다,051-710-0719,35.07876133,129.0229269,부산,서구
정직한동물병원 (2023년 6월 예정),부산 사하구 하신중앙로 182 2층 201호,등록된 정보가 없습니다,등록된 정보가 없습니다,35.09479676,128.9624431,부산,사하구
부산야생동물치료센터,부산 사하구 낙동남로 1240-2,등록된 정보가 없습니다,051-209-2091,35.10581504,128.9431596,부산,사하구
반려동물병원,부산 부산진구 거제대로 18,등록된 정보가 없습니다,051-863-4300,35.17018524,129.0676072,부산,부산진구
현대동물병원,부산 사하구 다대로 473 맘포스프라자 3층,등록된 정보가 없습니다,등록된 정보가 없습니다,35.06148102,128.9793128,부산,사하구
웰니스동물병원,부산 남구 전포대로91번길 47 이마트 3층,등록된 정보가 없습니다,051-636-0148,35.1443054,129.0642386,부산,남구
나비동물병원,부산 수영구 광남로 184,등록된 정보가 없습니다,051-754-6618,35.15706388,129.1200016,부산,수영구
원동물병원,부산 북구 금곡대로 287,등록된 정보가 없습니다,051-333-7584,35.23418327,129.0133067,부산,북구
염동물병원,부산 사하구 사하로142번길 10,등록된 정보가 없습니다,051-292-3690,35.09461312,128.9938214,부산,사하구
솔로몬동물병원,부산 연제구 거제시장로 18-6,등록된 정보가 없습니다,051-862-1188,35.1812264,129.071862,부산,연제구
송준호동물병원,부산 해운대구 마린시티2로 2 마린파크상가 2층 208호,등록된 정보가 없습니다,051-746-7519,35.15932559,129.144242,부산,해운대구
24H알프동물메디컬,부산 해운대구 좌동로 56,등록된 정보가 없습니다,등록된 정보가 없습니다,35.17008136,129.1723365,부산,해운대구
초원동물병원,부산 동래구 명장로 150 동호빌딩 1층,등록된 정보가 없습니다,051-525-1275,35.19837485,129.1122332,부산,동래구
돌봄동물병원,부산 해운대구 마린시티2로 2,등록된 정보가 없습니다,051-751-7585,35.15932559,129.144242,부산,해운대구
자이안트동물병원,부산 남구 분포로 111 LG메트로시티 주상가 3층 304호," 월,화,수,금 09:00 ~ 19:00",051-646-7582,35.12689543,129.1096272,부산,남구
홈즈동물병원,부산 강서구 명지국제8로 233,등록된 정보가 없습니다,등록된 정보가 없습니다,35.09853395,128.9182907,부산,강서구
쿨펫동물병원 금정점,부산 금정구 중앙대로1841번길 24 이마트금정점 1층,등록된 정보가 없습니다,051-518-1360,35.24994153,129.0905962,부산,금정구
장동물병원,부산 사하구 다대로300번길 13,등록된 정보가 없습니다,031-262-7582,35.07416703,128.9760719,부산,사하구
훈동물병원,부산 금정구 동현로 12,등록된 정보가 없습니다,041-974-0879,35.22334159,129.0897621,부산,금정구
헬로동물병원,부산 남구 분포로 115 힐탑탑플레이스 A동 403호,등록된 정보가 없습니다,051-627-1275,35.1321898,129.1127248,부산,남구
아이케어동물병원,부산 해운대구 센텀동로 25,등록된 정보가 없습니다,051-715-5640,35.17190917,129.1314366,부산,해운대구
마린동물병원,부산 해운대구 마린시티3로 37,등록된 정보가 없습니다,등록된 정보가 없습니다,35.15544905,129.1466068,부산,해운대구
조성호동물병원,부산 수영구 황령대로473번길 15,등록된 정보가 없습니다,051-624-8275,35.13993166,129.1064878,부산,수영구
도그캣웨이 동물병원,부산 부산진구 거제대로 18 2층,등록된 정보가 없습니다,051-851-7570,35.17018524,129.0676072,부산,부산진구
부산어린이대공원 동물병원,부산 부산진구 새싹로 295-1,등록된 정보가 없습니다,등록된 정보가 없습니다,35.18427249,129.0443712,부산,부산진구
선한,부산 수영구 광서로 67,등록된 정보가 없습니다,등록된 정보가 없습니다,35.16386596,129.1072016,부산,수영구
이랑동물병원,부산 수영구 과정로 37,등록된 정보가 없습니다,등록된 정보가 없습니다,35.17466951,129.1075227,부산,수영구
학산동물병원,부산 동래구 동래로147번길 6,등록된 정보가 없습니다,051-557-7577,35.20467189,129.0870334,부산,동래구
닥터제이동물병원애견샵,부산 동래구 충렬대로107번길 6,등록된 정보가 없습니다,051-553-0028,35.20694966,129.0726951,부산,동래구
MS동물병원,부산 연제구 과정로 354,등록된 정보가 없습니다,051-868-6631,35.19145026,129.090132,부산,연제구
미유펫 강아지분양 고양이분양 부산본점,"부산 연제구 과정로344번길 1 1,2층",매일 00:00 ~ 24:00,010-9384-8944,35.19079084,129.090516,부산,연제구
공중전화 개금동물병원앞,부산 사상구 주례동 23-5,등록된 정보가 없습니다,등록된 정보가 없습니다,35.15149757,129.0133925,부산,사상구
천안24시스카이동물메디컬센터,충남 천안시 서북구 동서대로 165 프라지움11차 2층,매일 00:00 ~ 24:00,041-415-0975,36.82589534,127.1417366,충남,천안시
천안동물의료센터,충남 천안시 서북구 서부대로 368 씨엠타워 1동 2층,매일 00:00 ~ 24:00 · 휴게시간 매일 13:00 ~ 14:00,041-575-5000,36.80013235,127.1270508,충남,천안시
굿모닝24시동물병원,충남 천안시 서북구 쌍용대로 43,등록된 정보가 없습니다,041-576-7552,36.80132762,127.1313321,충남,천안시
가온동물병원,충남 천안시 동남구 남부대로 344,등록된 정보가 없습니다,041-553-5534,36.78118647,127.1547203,충남,천안시
아산아이윌24시동물메디컬센터,충남 아산시 온천대로 1676 충무빌딩 1층,매일 00:00 ~ 24:00,041-532-3332,36.77650479,127.0230416,충남,아산시
24시나우동물메디컬센터,"충남 천안시 서북구 불당22대로 79 강남타워 1~3층 101~105, 202, 203, 301, 302호",매일 00:00 ~ 24:00 · 휴게시간 매일 18:00 ~ 19:00 · 휴게시간 매일 13:00 ~ 14:00,041-414-2676,35.19079084,129.090516,충남,천안시
중부벳동물약품병원,충남 아산시 둔포면 둔포로 33,등록된 정보가 없습니다,041-533-3548,36.92758,127.038607,충남,아산시
에니펫종합동물병원,충남 천안시 동남구 터미널2로 8,등록된 정보가 없습니다,등록된 정보가 없습니다,36.81963291,127.1584405,충남,천안시
치유동물병원,충남 천안시 동남구 봉정로 6,등록된 정보가 없습니다,041-900-7582,36.80278304,127.1394539,충남,천안시
아산동물의료센터,"충남 아산시 용화고길79번길 21 금강빌딩 1층,2층",등록된 정보가 없습니다,041-425-0075,36.77440578,127.011579,충남,아산시
내포동물의료센터,"충남 홍성군 홍북읍 청사로174번길 25 성원타워 1층 108,109호", 월~토 09:30 ~ 20:00 · 휴게시간 매일 13:00 ~ 14:00,041-633-8505,36.66043277,126.6809291,충남,홍성군
레이크동물의료센터,충남 천안시 서북구 성성8로 4 센텀빌딩 2층, 월~토 10:00 ~ 20:00 · 휴게시간 매일 13:00 ~ 14:00,041-621-5000,36.83973646,127.1287277,충남,천안시
가나동물병원,충남 아산시 온천대로 1525 1층, 월~금 09:00 ~ 19:30,041-534-7582,36.78094858,127.0073368,충남,아산시
고려동물병원,충남 천안시 동남구 중앙로 281-2,등록된 정보가 없습니다,041-557-8575,36.82346332,127.1524657,충남,천안시
비나인동물병원,충남 공주시 번영1로 102 1층,등록된 정보가 없습니다,041-881-1400,36.47407068,127.1389282,충남,공주시
명동물병원,충남 아산시 번영로 83,등록된 정보가 없습니다,041-549-2222,36.78689121,126.9999486,충남,아산시
우린동물병원,충남 아산시 배방읍 광장로 181 103호, 월~토 10:00 ~ 20:00,041-558-8875,36.79729275,127.1051899,충남,아산시
다솜동물병원,충남 천안시 동남구 수곡2길 8-3, 월~금 09:00 ~ 21:00,041-579-8252,36.78897189,127.1284708,충남,천안시
송악동물병원,충남 당진시 송악읍 샘건너길 2,등록된 정보가 없습니다,041-358-7975,36.90266732,126.6884627,충남,당진시
나우동물의료센터,충남 천안시 서북구 동서대로 7,등록된 정보가 없습니다,041-555-2575,36.82423127,127.1244263,충남,천안시
우리동물병원,충남 서산시 안견로 231,등록된 정보가 없습니다,041-662-1801,36.77803623,126.457901,충남,서산시
케비어동물병원 논산점,충남 논산시 계백로 1006-3 1층, 월~금 09:00 ~ 19:00 · 휴게시간 월~금 12:00 ~ 13:00,041-734-8276,36.20340673,127.0888244,충남,논산시
온양동물병원,충남 아산시 번영로 133,등록된 정보가 없습니다,041-541-1222,36.78625913,127.0056061,충남,아산시
신화동물병원,충남 서산시 안견로 247-1,등록된 정보가 없습니다,041-667-1663,36.77763633,126.4560688,충남,서산시
천안모아동물병원,충남 천안시 서북구 불당34길 26 1층 9~11호, 매일 10:00 ~ 22:00,041-554-7700,36.80727912,127.1066387,충남,천안시
서울88동물의료원,충남 천안시 동남구 충절로 35, 월~토 09:00 ~ 21:00,등록된 정보가 없습니다,36.81584854,127.1586292,충남,천안시
서산동물병원,충남 서산시 예천9로 5-1,등록된 정보가 없습니다,등록된 정보가 없습니다,36.76672457,126.4517669,충남,서산시
해맑은동물병원,충남 천안시 서북구 두정로 142 2층, 월~금 10:00 ~ 19:00 · 휴게시간 월~토 12:00 ~ 13:00,041-522-9725,36.83363633,127.1325804,충남,천안시
현대동물병원,충남 당진시 우두로1길 2,등록된 정보가 없습니다,041-356-8575,36.90094614,126.6325479,충남,당진시
보령동물병원,충남 보령시 한내로 21,등록된 정보가 없습니다,041-934-0013,36.34758361,126.6064844,충남,보령시
김신환동물병원,충남 서산시 안견로 203,등록된 정보가 없습니다,041-664-0599,36.78007548,126.4595367,충남,서산시
주앤동물병원,충남 아산시 중앙로 10,등록된 정보가 없습니다,등록된 정보가 없습니다,36.77591731,127.0024324,충남,아산시
성신동물병원,충남 당진시 신평면 덕평로 1304,등록된 정보가 없습니다,041-362-2527,36.87150554,126.7529184,충남,당진시
아리스타동물의료센터,"충남 천안시 서북구 불당23로 73-30 124,125,126,127호", 월~토 09:00 ~ 21:00 · 휴게시간 월~토 12:00 ~ 13:00,041-909-4141,36.82005902,127.1103969,충남,천안시
엔젤동물병원,충남 천안시 서북구 서부대로 408, 월~금 09:00 ~ 18:30 · 휴게시간 월~토 13:00 ~ 14:00,041-577-0575,36.80363305,127.1277545,충남,천안시
펫프렌즈 동물병원,충남 천안시 서북구 두정로 203,등록된 정보가 없습니다,041-568-7533,36.83396484,127.1396118,충남,천안시
강영석동물병원,충남 홍성군 홍성읍 조양로151번길 25,등록된 정보가 없습니다,등록된 정보가 없습니다,36.60264846,126.6669402,충남,홍성군
닥터케이종합동물병원,충남 아산시 둔포면 아산밸리남로 81, 월~금 10:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,041-534-7588,36.92028007,127.0548393,충남,아산시
센트럴동물병원,충남 당진시 밤절로 168,등록된 정보가 없습니다,041-352-7588,36.9015167,126.6469871,충남,당진시
참 동물병원,충남 아산시 배방읍 광장로 210 와이몰상가 2층 A211호,"월,일요일",041-566-8575,36.79743418,127.1092406,충남,아산시
호크종합동물병원,충남 논산시 중앙로398번길 2,등록된 정보가 없습니다,041-736-8875,36.19978892,127.0894596,충남,논산시
남부여동물병원,충남 부여군 부여읍 성왕로 190-1,등록된 정보가 없습니다,041-833-8275,36.28164821,126.9092813,충남,부여군
태안동물병원,충남 태안군 태안읍 후곡로 111,등록된 정보가 없습니다,041-675-8275,36.74656136,126.303519,충남,태안군
행담동물병원,충남 당진시 당진중앙1로 227,등록된 정보가 없습니다,041-352-8575,36.89824264,126.6351367,충남,당진시
하나동물병원,충남 금산군 금산읍 비범로 100,등록된 정보가 없습니다,041-753-7599,36.11153783,127.4923121,충남,금산군
하나동물의료센터,충남 아산시 배방읍 월천6길 9 1층, 월~토 09:30 ~ 20:00 · 휴게시간 월~토 13:00 ~ 14:00,041-533-7572,36.77084041,127.07599,충남,아산시
한빛동물병원,충남 천안시 서북구 성환읍 성환1로 153,등록된 정보가 없습니다,등록된 정보가 없습니다,36.90844115,127.128162,충남,천안시
닥터차동물병원 내포점,충남 홍성군 홍북읍 청사로 146 센텀시티 1층 124호, 월~금 09:30 ~ 20:00 · 휴게시간 매일 13:00 ~ 14:00,041-633-5575,36.65704329,126.6793668,충남,홍성군
성심동물의료센터,충남 서산시 안견로 312 서원빌딩 1층, 월~금 09:00 ~ 19:00,041-664-0607,36.7774896,126.4489342,충남,서산시
데일리동물병원,충남 논산시 시민로 417," 월,화,목,금 10:00 ~ 18:30 · 휴게시간 월,화,목,금,토 12:00 ~ 13:00",041-734-7511,36.20158692,127.0862585,충남,논산시
페트로동물병원,충남 천안시 서북구 성정중4길 3, 월~금 10:30 ~ 18:30 · 휴게시간 월~토 12:30 ~ 13:30,041-555-1075,36.8278628,127.1335072,충남,천안시
중앙동물병원,충남 천안시 동남구 원거리7길 2,등록된 정보가 없습니다,041-555-7575,36.79895303,127.1537977,충남,천안시
훈동물병원,충남 보령시 동현로 12,등록된 정보가 없습니다,041-934-0279,36.35163035,126.6088478,충남,보령시
로얄동물병원,충남 서산시 안견로 256,등록된 정보가 없습니다,041-667-7537,36.77780835,126.4551221,충남,서산시
구피동물병원,충남 서산시 남부순환로 1028,등록된 정보가 없습니다,041-664-8775,36.76786879,126.4525877,충남,서산시
늘푸른동물병원,충남 천안시 서북구 쌍용대로 317,등록된 정보가 없습니다,041-579-7582,36.8255403,127.1370555,충남,천안시
열린동물병원,충남 천안시 동남구 대흥로 339,등록된 정보가 없습니다,041-564-0075,36.81808928,127.151409,충남,천안시
유명동물병원,충남 논산시 관촉로 288,등록된 정보가 없습니다,041-733-4290,36.20446196,127.0907327,충남,논산시
해듬동물병원,충남 아산시 탕정면 탕정면로22번길 15-5 1층, 월~금 10:00 ~ 19:00,041-541-0733,36.79747649,127.0602305,충남,아산시
드림동물병원,충남 천안시 동남구 통정12로 65,등록된 정보가 없습니다,041-572-7582,36.77667551,127.1348568,충남,천안시
배방동물병원,충남 아산시 배방읍 북수서로 32 1층 102호,등록된 정보가 없습니다,041-541-0275,36.77321613,127.0698002,충남,아산시
숲속동물병원,충남 아산시 배방읍 모산로126번길 6, 월 09:30 ~ 19:00,041-544-5476,36.77417197,127.0565138,충남,아산시
노아동물병원,충남 금산군 금산읍 인삼로 89,등록된 정보가 없습니다,041-754-3058,36.10294147,127.4915923,충남,금산군
녹십자동물병원,충남 부여군 부여읍 성왕로 202-3,등록된 정보가 없습니다,041-832-2496,36.2824467,126.9100399,충남,부여군
신동동물병원,충남 공주시 공주대학로 23-44,등록된 정보가 없습니다,041-857-9414,36.46857214,127.1357235,충남,공주시
고려동물병원,충남 서산시 안견로 263,등록된 정보가 없습니다,041-664-1620,36.7773437,126.4544849,충남,서산시
제일동물병원,충남 보령시 번영로 30,등록된 정보가 없습니다,041-936-7582,36.3514218,126.5927918,충남,보령시
불당동물병원,충남 천안시 서북구 검은들3길 48,등록된 정보가 없습니다,041-523-0079,36.81013701,127.108809,충남,천안시
온누리동물병원,충남 천안시 동남구 쌍용대로 163 2층,등록된 정보가 없습니다,041-414-7582,36.81215941,127.1335327,충남,천안시
동물병원닥터스,충남 천안시 서북구 불당7길 25, 월~금 09:30 ~ 19:30 · 휴게시간 월~토 12:00 ~ 13:00,041-562-1220,36.80313695,127.1120579,충남,천안시
가나동물병원,충남 논산시 연무읍 안심로127번길 14-1,등록된 정보가 없습니다,041-742-4287,36.13160564,127.09854,충남,논산시
답21동물병원,충남 서산시 호수공원12로 13,등록된 정보가 없습니다,041-666-0750,36.77207231,126.4478594,충남,서산시
하나동물병원,충남 천안시 서북구 성환읍 성환1로 250,등록된 정보가 없습니다,등록된 정보가 없습니다,36.91707444,127.1281696,충남,천안시
녹십자동물병원약품,충남 천안시 동남구 대흥로 94-1,등록된 정보가 없습니다,041-551-5989,36.79932198,127.1519453,충남,천안시
우리동물병원,충남 천안시 서북구 쌍용대로 51,등록된 정보가 없습니다,041-571-9318,36.80222122,127.13153,충남,천안시
김수영동물병원,충남 천안시 서북구 월봉로 85,등록된 정보가 없습니다,041-572-8275,36.79837259,127.1179289,충남,천안시
최동물병원,충남 태안군 태안읍 중앙로 31-2,등록된 정보가 없습니다,041-672-0346,36.75574015,126.2933556,충남,태안군
충청동물병원,충남 당진시 합덕읍 운산로 103,등록된 정보가 없습니다,041-363-5070,36.80511494,126.7675748,충남,당진시
충남동물종합병원,충남 당진시 운학길 26,등록된 정보가 없습니다,041-355-4220,36.89360955,126.6240267,충남,당진시
제이동물병원,충남 천안시 서북구 공원로 120,등록된 정보가 없습니다,041-549-7582,36.7953434,127.0991841,충남,천안시
장동호동물병원,충남 서천군 서천읍 서천로 157-1,등록된 정보가 없습니다,041-953-7599,36.08202849,126.68698,충남,서천군
태성동물병원,충남 천안시 서북구 성환읍 성환1로 275,등록된 정보가 없습니다,041-581-9130,36.91931603,127.1276435,충남,천안시
강북 동물병원,충남 공주시 번영1로 54,등록된 정보가 없습니다,041-856-9900,36.47233563,127.1343213,충남,공주시
여한경동물병원,충남 서산시 안견로 190, 월~금 09:30 ~ 18:30 · 휴게시간 월~금 12:30 ~ 13:30,041-664-7767,36.78188065,126.4581471,충남,서산시
노아동물병원,충남 계룡시 엄사면 번영로 56 1층, 월~금 10:00 ~ 18:30 · 휴게시간 월~금 13:00 ~ 14:00,042-841-1175,36.28908108,127.2391012,충남,계룡시
이동물병원,충남 아산시 둔포면 둔포면로 12-8,등록된 정보가 없습니다,041-531-3363,36.92777698,127.0374736,충남,아산시
라온반려동물병원,충남 태안군 태안읍 중앙로 144 1층,등록된 정보가 없습니다,041-675-4675,36.75032636,126.3039836,충남,태안군
당진종합동물병원,충남 당진시 무수동로 36,등록된 정보가 없습니다,041-352-6141,36.88700246,126.6373339,충남,당진시
닥터차동물병원,충남 예산군 예산읍 역전로 121, 월~금 09:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,041-331-7582,36.69004586,126.8297609,충남,예산군
건국동물병원,충남 당진시 당진중앙3로 89,등록된 정보가 없습니다,041-355-2102,36.89306843,126.629964,충남,당진시
서해동물병원,충남 서천군 서천읍 충절로49번길 26,등록된 정보가 없습니다,041-953-0999,36.07628117,126.6889951,충남,서천군
정다운동물병원,충남 천안시 서북구 불당25로 192 골든프라자2 1층 124호," 월,목 10:00 ~ 21:00 · 휴게시간 월~토 12:00 ~ 13:00",041-557-7553,36.8182903,127.1089566,충남,천안시
언제나동물병원,충남 아산시 배방읍 용연로 87,등록된 정보가 없습니다,041-543-7009,36.78909011,127.0910894,충남,아산시
신도안동물병원,충남 계룡시 엄사면 전원로 8, 월~금 10:00 ~ 18:30 · 휴게시간 월~금 13:00 ~ 14:00,042-841-7533,36.29042408,127.2418536,충남,계룡시
KU건국동물병원,충남 예산군 예산읍 벚꽃로 153,등록된 정보가 없습니다,041-335-1023,36.69416484,126.8363256,충남,예산군
거산동물병원,충남 당진시 신평면 거산3거리길 4,등록된 정보가 없습니다,041-363-2550,36.87858326,126.7527623,충남,당진시
이창석 동물병원,충남 태안군 태안읍 동백로 206,등록된 정보가 없습니다,041-675-3378,36.75218161,126.2937788,충남,태안군
중앙동물병원,충남 공주시 웅진로 231,등록된 정보가 없습니다,041-853-1474,36.46094971,127.1239065,충남,공주시
서일동물병원,충남 천안시 동남구 충절로 437,등록된 정보가 없습니다,041-554-6559,36.78328561,127.1715499,충남,천안시
내포조은동물병원,충남 홍성군 홍북읍 청사로 36 승우빌딩 2층 203-1호," 월,화,목,금,토,일 09:30 ~ 19:00 · 휴게시간 월,화,목,금,토,일 13:00 ~ 14:00",041-631-2202,36.64810903,126.6746794,충남,홍성군
드림컨설팅동물병원,충남 아산시 충무로42번길 12-1,등록된 정보가 없습니다,010-5407-8682,36.78472772,127.0066914,충남,아산시
논산동물병원,충남 논산시 중앙로 504,등록된 정보가 없습니다,041-735-3113,36.20758112,127.0826379,충남,논산시
다함동물병원,충남 천안시 서북구 한들2로 8 정석프라자 1층, 월~금 09:30 ~ 19:00,등록된 정보가 없습니다,36.82357874,127.1188182,충남,천안시
금비동물병원,충남 공주시 관골1길 63, 월~금 09:30 ~ 18:30,041-856-8082,36.47384237,127.135438,충남,공주시
강한우리동물병원,충남 당진시 합덕읍 중동길 32,등록된 정보가 없습니다,010-8957-8275,36.80746033,126.7722239,충남,당진시
현대동물병원,충남 태안군 안면읍 장터로 114-5,등록된 정보가 없습니다,041-673-1523,36.51751391,126.3459631,충남,태안군
김동물병원,충남 보령시 중앙로 105,등록된 정보가 없습니다,041-936-4027,36.35153736,126.592458,충남,보령시
동물심장병원 진심,충남 천안시 서북구 오성6길 4 3층," 월,화,수,금 09:00 ~ 21:00 · 휴게시간 월,화,수,금 12:30 ~ 14:00",041-569-7975,36.8317807,127.1276148,충남,천안시
충남동물병원,충남 공주시 웅진로 100,등록된 정보가 없습니다,041-853-2500,36.44921123,127.1237307,충남,공주시
강이동물병원,충남 예산군 광시면 예당로 190,등록된 정보가 없습니다,041-332-4948,36.5514956,126.7759726,충남,예산군
차동물병원,충남 보령시 대흥로 73-18,등록된 정보가 없습니다,041-935-2079,36.35114037,126.5903943,충남,보령시
김광수동물병원,충남 아산시 청운로 159,등록된 정보가 없습니다,041-545-6796,36.78819001,127.008944,충남,아산시
한국 동물병원,충남 공주시 장기로 139-4,등록된 정보가 없습니다,041-858-3830,36.48241697,127.154943,충남,공주시
한빛동물병원,충남 천안시 서북구 두정로 114,등록된 정보가 없습니다,041-567-7577,36.83374318,127.1294059,충남,천안시
한원동물병원,충남 아산시 둔포면 둔포면로17번길 18,등록된 정보가 없습니다,등록된 정보가 없습니다,36.92922519,127.0358074,충남,아산시
정동물병원,충남 서산시 고운로 331,등록된 정보가 없습니다,041-667-5955,36.78638123,126.4711854,충남,서산시
초원동물병원,충남 부여군 규암면 계백로 10,등록된 정보가 없습니다,등록된 정보가 없습니다,36.27418529,126.8814925,충남,부여군
세림동물병원,충남 아산시 신창면 서부북로 933-30 10동 103호,매일 00:00 ~ 24:00,010-4550-4592,36.79355658,126.961014,충남,아산시
닥터전동물병원,충남 천안시 서북구 불당26로 144 불당파크 푸르지오 상가1동 204호, 월~금 09:00 ~ 21:00,041-523-7975,36.82156001,127.1083247,충남,천안시
신흥동물병원,충남 홍성군 광천읍 광천로 333,등록된 정보가 없습니다,등록된 정보가 없습니다,36.50349278,126.6250354,충남,홍성군
한울AHC동물병원,충남 당진시 순성면 순성로 419,등록된 정보가 없습니다,041-354-7555,36.8436643,126.7049102,충남,당진시
논산축산농협 동물병원,충남 논산시 시민로194번길 1,등록된 정보가 없습니다,041-730-2262,36.18511019,127.0991877,충남,논산시
우신동물병원,충남 금산군 금산읍 오리정1길 45,등록된 정보가 없습니다,041-753-8128,36.1048373,127.4880311,충남,금산군
대산동물병원,충남 서산시 대산읍 구진로 4,등록된 정보가 없습니다,등록된 정보가 없습니다,36.93588694,126.4360514,충남,서산시
중앙동물종합병원,충남 금산군 금산읍 인삼로 93,등록된 정보가 없습니다,041-753-7537,36.10278438,127.4920999,충남,금산군
충남동물병원,충남 홍성군 홍성읍 홍성천길 190,등록된 정보가 없습니다,041-632-7775,36.60001548,126.6667047,충남,홍성군
서천축협동물병원,충남 서천군 서천읍 서천로 160,등록된 정보가 없습니다,041-953-1967,36.08210227,126.6873501,충남,서천군
